"","code","growth","Photo","Cond","Ci","Tleaf","PARi","CO2R","RH_S","Rd","rdTleaf"
"206","f3.2","warm",28.39015328,0.575886383,137.3034592,24.96637344,1800.301392,250.2180939,61.09176254,-0.587041387333333,24.8890647866667
"207","f3.2","warm",28.36959946,0.58217734,209.9249344,24.96479416,1800.468384,324.0409546,61.18664551,-0.587041387333333,24.8890647866667
"208","f3.2","warm",28.68932258,0.579696031,282.3631742,24.80199814,1799.706787,400.059021,62.90350723,-0.587041387333333,24.8890647866667
"209","f3.2","warm",28.90273065,0.56874201,474.7075133,24.93213081,1799.353516,600.6882935,59.82969284,-0.587041387333333,24.8890647866667
"210","f3.2","warm",29.33903083,0.536323938,660.8900547,25.14870834,1800.604614,799.7681885,59.02549744,-0.587041387333333,24.8890647866667
"211","f3.2","warm",30.2029557,0.49794883,1039.435801,25.1251297,1800.830322,1200.615845,58.55469513,-0.587041387333333,24.8890647866667
"212","f3.2","warm",30.7532643,0.461802046,1319.81718,25.09363174,1799.739868,1499.930542,57.73146439,-0.587041387333333,24.8890647866667
"213","f3.3","warm",7.014706216,0.422080859,14.48582619,24.95232964,1800.151245,49.54286575,62.27983475,-0.38882673,24.96953837
"214","f3.3","warm",14.75453553,0.43903526,30.02513812,24.84772873,1800.220581,101.5214539,62.99195099,-0.38882673,24.96953837
"215","f3.3","warm",22.14050544,0.460881773,47.7921113,24.8931427,1800.439087,151.2689056,62.85281372,-0.38882673,24.96953837
"216","f3.3","warm",28.42359845,0.479319075,71.50287967,24.91675377,1800.429443,200.7884979,63.35805893,-0.38882673,24.96953837
"217","f3.3","warm",31.4085561,0.495408635,111.1426384,24.89888382,1800.38269,251.4754333,63.69402313,-0.38882673,24.96953837
"218","f3.3","warm",32.55912803,0.502632873,179.0107963,24.90275192,1800.704346,324.8406677,63.8080101,-0.38882673,24.96953837
"219","f3.3","warm",32.83054548,0.505395297,252.0247481,24.86205482,1800.967773,400.5903015,63.67910004,-0.38882673,24.96953837
"220","f3.3","warm",33.10407851,0.496666666,442.9565481,24.94349289,1799.857544,600.3764648,63.00737,-0.38882673,24.96953837
"221","f3.3","warm",33.54197473,0.474548463,630.2332201,24.93642998,1798.921387,800.4014282,62.19682693,-0.38882673,24.96953837
"222","f3.3","warm",34.19527134,0.433951072,1004.156829,24.95684052,1799.871826,1199.910889,61.76900101,-0.38882673,24.96953837
"223","f3.3","warm",34.43468174,0.389374248,1279.735224,24.90172958,1799.976929,1500.007324,60.36553574,-0.38882673,24.96953837
"224","h3.1","warm",7.528299825,0.607771961,16.1130627,25.03146553,1799.826294,49.42323685,67.23612213,-0.7444928995,25.045290945
"225","h3.1","warm",14.66555473,0.61221674,35.6795101,25.00263596,1800.254883,100.3966522,67.26760864,-0.7444928995,25.045290945
"226","h3.1","warm",21.16490452,0.596970626,55.36099937,24.9888401,1800.303101,150.2920837,66.91305542,-0.7444928995,25.045290945
"227","h3.1","warm",26.25370398,0.551129015,76.62280453,24.99292755,1800.363281,200.5663147,65.95064545,-0.7444928995,25.045290945
"228","h3.1","warm",29.83164392,0.486510774,98.43201036,25.06381989,1800.258179,251.3042908,64.56728363,-0.7444928995,25.045290945
"229","h3.1","warm",33.07761684,0.409673014,134.5228317,25.10615349,1800.4823,325.5563049,63.11555862,-0.7444928995,25.045290945
"230","h3.1","warm",34.59512326,0.353665462,177.5415042,25.06812286,1801.010254,400.1346741,61.45220184,-0.7444928995,25.045290945
"231","h3.1","warm",35.18983938,0.245133036,298.040515,25.02975273,1799.869141,599.583313,60.49290085,-0.7444928995,25.045290945
"232","h3.1","warm",35.2518844,0.173451505,398.8103938,24.93711281,1799.996216,800.5158691,57.18561935,-0.7444928995,25.045290945
"233","h3.1","warm",35.39480852,0.112202277,610.3752069,24.97854424,1799.94165,1201.470337,53.75660706,-0.7444928995,25.045290945
"234","h3.1","warm",35.68413262,0.08748861,754.1170461,25.07370949,1799.314331,1500.887573,52.09362793,-0.7444928995,25.045290945
"235","h3.2","warm",8.901992935,0.760632659,15.23567049,25.07654572,1800.970093,49.75937271,68.89173889,-0.723832821,25.05040741
"236","h3.2","warm",16.48747216,0.734591495,35.15010422,24.99962616,1800.851685,100.5231781,68.30028534,-0.723832821,25.05040741
"237","h3.2","warm",22.92921113,0.685108679,55.26949169,24.96129417,1801.275024,150.0268402,67.26281738,-0.723832821,25.05040741
"238","h3.2","warm",28.40346114,0.62916329,76.81793798,24.9664917,1799.639648,200.4445953,66.05718231,-0.723832821,25.05040741
"239","h3.2","warm",32.5172295,0.579566304,101.995413,24.98739815,1799.767212,251.1498566,64.94142151,-0.723832821,25.05040741
"240","h3.2","warm",35.90816544,0.514540376,146.5263668,25.01560783,1799.97876,325.0180969,63.41386032,-0.723832821,25.05040741
"241","h3.2","warm",35.01279561,0.335806301,166.717067,25.08428001,1799.694946,400.6282654,59.10858917,-0.723832821,25.05040741
"242","h3.2","warm",37.47136086,0.258268014,292.2755634,25.19708633,1800.069336,600.8395386,56.2181282,-0.723832821,25.05040741
"243","h3.2","warm",36.42994783,0.167676255,372.6380847,25.11543274,1800.124756,799.5706787,53.6397171,-0.723832821,25.05040741
"244","h3.2","warm",37.02984089,0.113392829,586.3451129,25.06888199,1800.091675,1199.111572,50.52329254,-0.723832821,25.05040741
"245","h3.2","warm",38.40504897,0.092681245,737.5465539,25.09888077,1799.584229,1500.63147,49.20112991,-0.723832821,25.05040741
"246","h3.3","warm",7.89654045,0.659905572,16.14489171,24.94481277,1800.396118,49.39916611,73.00993347,-0.637163350666667,24.9520346333333
"247","h3.3","warm",15.4238772,0.686170225,37.17464033,24.85191917,1800.412598,100.8041611,73.32460022,-0.637163350666667,24.9520346333333
"248","h3.3","warm",22.10637355,0.696899897,60.4641698,24.88385963,1800.577148,151.0497131,73.13558197,-0.637163350666667,24.9520346333333
"249","h3.3","warm",27.45406536,0.695723617,87.49867165,24.90876389,1800.468384,200.4269562,73.25296021,-0.637163350666667,24.9520346333333
"250","h3.3","warm",31.06777225,0.694582363,122.534003,24.89750862,1800.56543,251.0556488,73.26283264,-0.637163350666667,24.9520346333333
"251","h3.3","warm",33.22868736,0.68099609,184.6440161,24.88611603,1800.980469,325.0687256,72.96973419,-0.637163350666667,24.9520346333333
"252","h3.3","warm",33.98695101,0.654374452,251.4534249,24.93906021,1800.276733,400.1066895,72.48595428,-0.637163350666667,24.9520346333333
"253","h3.3","warm",34.37950234,0.594095265,436.3414115,25.00042534,1800.02124,600.4373779,71.1701889,-0.637163350666667,24.9520346333333
"254","h3.3","warm",34.2759729,0.502937289,614.3990751,25.11086845,1800.14502,800.3596191,69.10300446,-0.637163350666667,24.9520346333333
"255","h3.3","warm",34.31712502,0.39058917,971.9611527,25.15773201,1800.14978,1200.758911,66.33712769,-0.637163350666667,24.9520346333333
"256","h3.3","warm",34.25272809,0.271197941,1201.726247,25.07152557,1799.945557,1500.221802,62.85638809,-0.637163350666667,24.9520346333333
"257","c3.1","warm",2.743499523,0.588209607,38.90137947,25.01662827,1800.704346,49.46340179,58.94522476,-0.225910731666667,24.9657344833333
"258","c3.1","warm",7.40836932,0.55177173,71.92947147,24.97267914,1801.012695,100.7917252,57.15252686,-0.225910731666667,24.9657344833333
"259","c3.1","warm",11.8106968,0.570419552,105.9559932,24.54348564,1801.277588,150.3913727,56.82851791,-0.225910731666667,24.9657344833333
"260","c3.1","warm",14.69535605,0.607783396,147.1232221,24.56015205,1801.070313,200.2548676,57.18010712,-0.225910731666667,24.9657344833333
"261","c3.1","warm",19.06229229,0.653574657,186.0386982,24.88393211,1801.398926,251.4263611,58.91820908,-0.225910731666667,24.9657344833333
"262","c3.1","warm",21.80153858,0.757491696,231.4222607,24.83593941,1801.0354,299.2269897,57.1374321,-0.225910731666667,24.9657344833333
"263","c3.1","warm",28.97619709,0.716117335,402.9335748,24.95528221,1800.994873,499.6231995,59.34487152,-0.225910731666667,24.9657344833333
"264","c3.1","warm",30.34934331,0.633283887,634.0286615,25.06035805,1801.255127,750.9793091,56.60735703,-0.225910731666667,24.9657344833333
"265","c3.1","warm",32.98456214,0.558092302,857.0564512,24.77093697,1800.997559,1000.127197,58.52046204,-0.225910731666667,24.9657344833333
"266","c3.1","warm",33.60325751,0.429845104,1067.626808,24.97387505,1800.312744,1249.551147,55.11582184,-0.225910731666667,24.9657344833333
"267","c3.1","warm",33.64552343,0.346060622,1280.486885,24.59463692,1800.720459,1498.873535,55.5247879,-0.225910731666667,24.9657344833333
"268","c3.1","warm",34.77007347,0.303075898,1542.623627,24.93352509,1801.007324,1800.074951,54.10134506,-0.225910731666667,24.9657344833333
"269","c3.2","warm",3.918712707,0.734519137,37.35149061,25.20830345,1800.432983,49.42468643,63.3728981,-0.381201071333333,24.9032421133333
"270","c3.2","warm",9.617178783,0.784797191,72.93295237,24.24802971,1800.722656,100.396698,63.86353302,-0.381201071333333,24.9032421133333
"271","c3.2","warm",15.10312831,0.801860702,107.6477545,24.70390511,1800.901855,150.0663147,63.57634735,-0.381201071333333,24.9032421133333
"272","c3.2","warm",19.96568102,0.823252839,146.076092,24.85958862,1800.827515,201.2514191,63.22498322,-0.381201071333333,24.9032421133333
"273","c3.2","warm",24.52226757,0.866272977,185.64521,24.73987579,1800.706177,251.0759735,66.78211975,-0.381201071333333,24.9032421133333
"274","c3.2","warm",27.56057849,0.865257664,224.72499,25.09775734,1800.935547,299.0335999,62.01931381,-0.381201071333333,24.9032421133333
"275","c3.2","warm",36.65595701,0.811925681,393.6800433,25.1010952,1799.188477,499.7848816,63.90003204,-0.381201071333333,24.9032421133333
"276","c3.2","warm",41.69481364,0.710605723,613.0146051,24.92545128,1800.33252,750.1679077,64.90477753,-0.381201071333333,24.9032421133333
"277","c3.2","warm",43.28731999,0.576518633,828.9566069,24.95441055,1800.504639,1000.232239,62.26050186,-0.381201071333333,24.9032421133333
"278","c3.2","warm",44.6365705,0.475292216,1040.829094,25.06872559,1800.405151,1250.265503,61.72670746,-0.381201071333333,24.9032421133333
"279","c3.2","warm",44.5871768,0.422240126,1265.864488,24.80859566,1799.578613,1500.040161,61.22600555,-0.381201071333333,24.9032421133333
"280","c3.2","warm",45.29069392,0.380202944,1534.402686,24.87203789,1799.570313,1799.33374,60.29560852,-0.381201071333333,24.9032421133333
"281","c3.3","warm",3.462776176,0.942027895,40.54422779,24.67086411,1799.539551,49.48941422,60.37347794,-0.537900116666667,24.94426155
"282","c3.3","warm",8.916727017,0.913757927,77.35122316,24.37060165,1799.932617,100.0263138,61.24704361,-0.537900116666667,24.94426155
"283","c3.3","warm",13.799975,0.912543904,116.4086125,24.45882797,1800.26001,151.4684448,59.66573334,-0.537900116666667,24.94426155
"284","c3.3","warm",19.44545151,0.918735821,151.1924819,25.02630806,1800.309326,200.2898712,60.76820374,-0.537900116666667,24.94426155
"285","c3.3","warm",23.37976556,0.977747301,193.3488531,24.83087158,1800.447021,250.0788269,62.53874588,-0.537900116666667,24.94426155
"286","c3.3","warm",27.33871067,1.026967693,234.8635371,24.91245842,1800.546753,299.3285522,61.48402405,-0.537900116666667,24.94426155
"287","c3.3","warm",35.50887998,1.087906689,416.2571748,24.38765907,1800.400024,499.2953186,61.11861801,-0.537900116666667,24.94426155
"288","c3.3","warm",39.53467293,0.942665117,642.5298249,24.96375275,1800.546997,750.2084351,61.35748291,-0.537900116666667,24.94426155
"289","c3.3","warm",39.71898741,0.829696759,875.5235806,24.90706444,1800.550049,999.7592773,56.27297974,-0.537900116666667,24.94426155
"290","c3.3","warm",40.87247227,0.68167351,1097.528414,25.15923882,1799.760254,1249.755005,57.72743225,-0.537900116666667,24.94426155
"291","c3.3","warm",40.86146143,0.606752348,1328.764195,24.72327232,1798.559204,1498.57959,57.65992737,-0.537900116666667,24.94426155
"292","c3.3","warm",38.68704338,0.550685755,1618.489515,24.52090263,1800.828979,1799.771606,56.71118546,-0.537900116666667,24.94426155
"293","d3.1","warm",6.56140166,0.580245536,19.63327096,24.89557266,1798.661377,49.74260712,63.61268234,-1.285778914,25.1244443266667
"294","d3.1","warm",12.66157155,0.597178819,43.0087369,24.84346581,1799.033203,100.2434998,63.47206497,-1.285778914,25.1244443266667
"295","d3.1","warm",18.95752011,0.615434209,65.76727089,24.97907829,1798.791626,150.0052338,62.98816681,-1.285778914,25.1244443266667
"296","d3.1","warm",24.3094522,0.61811325,93.27188974,25.02664757,1800.246094,201.2929688,63.07248306,-1.285778914,25.1244443266667
"297","d3.1","warm",27.84599375,0.614579007,126.4561876,25.03198814,1800.209351,251.2006531,63.00416946,-1.285778914,25.1244443266667
"298","d3.1","warm",30.02542241,0.602881513,187.6263563,25.04327965,1800.411011,325.2130127,62.75476456,-1.285778914,25.1244443266667
"299","d3.1","warm",30.8757593,0.58287841,254.2145161,25.10116386,1799.251831,400.4587097,62.37977982,-1.285778914,25.1244443266667
"300","d3.1","warm",31.43761647,0.501985808,431.7711256,25.16020775,1798.833862,600.274353,60.45368195,-1.285778914,25.1244443266667
"301","d3.1","warm",31.48138498,0.342152128,578.8491594,25.04788017,1799.540161,800.1845093,55.77682114,-1.285778914,25.1244443266667
"302","d3.1","warm",31.4762741,0.17973768,834.3133939,25.17507553,1799.003784,1200.604004,49.35902786,-1.285778914,25.1244443266667
"303","d3.1","warm",31.37365708,0.114927493,970.2522123,25.07368088,1799.199097,1500.631348,46.34820175,-1.285778914,25.1244443266667
"304","d3.2","warm",6.567493196,0.524890948,17.56482888,24.92656517,1799.184204,49.6860466,59.51374435,-0.869261629,24.93853442
"305","d3.2","warm",12.43144065,0.543261017,40.5884387,24.83772278,1799.087036,100.3031235,59.89759445,-0.869261629,24.93853442
"306","d3.2","warm",18.40252972,0.56755112,63.83002055,24.8693409,1799.071655,149.9831238,60.12828827,-0.869261629,24.93853442
"307","d3.2","warm",22.97641547,0.575696634,94.34461968,24.83135414,1799.279175,201.4339294,60.26806259,-0.869261629,24.93853442
"308","d3.2","warm",25.7302406,0.585755306,131.304456,24.80612755,1799.471802,250.7901001,59.90822601,-0.869261629,24.93853442
"309","d3.2","warm",27.17502962,0.583471262,196.5401144,24.89025497,1799.370361,324.9570923,59.48863983,-0.869261629,24.93853442
"310","d3.2","warm",27.76334545,0.565409061,264.2560878,24.97000885,1799.502197,400.0888672,59.07164383,-0.869261629,24.93853442
"311","d3.2","warm",28.12353233,0.50573117,446.9596776,25.01250839,1799.602661,600.223938,57.38826752,-0.869261629,24.93853442
"312","d3.2","warm",28.22331669,0.388670757,612.9663466,25.20303726,1799.325195,800.5359497,53.69046021,-0.869261629,24.93853442
"313","d3.2","warm",28.32923264,0.233342877,921.1864895,25.23498917,1800.308594,1200.628662,49.08499527,-0.869261629,24.93853442
"314","d3.2","warm",28.14061472,0.136900482,1076.787052,25.11304474,1801.176758,1499.612427,44.22270203,-0.869261629,24.93853442
"315","d3.3","warm",7.053271904,0.639044248,19.09833935,24.98068619,1798.655273,49.60836411,63.74949646,-0.932206247333333,24.9420312233333
"316","d3.3","warm",13.40367653,0.636644457,42.2013246,24.96390533,1801.029907,100.4775162,63.70265961,-0.932206247333333,24.9420312233333
"317","d3.3","warm",19.70538194,0.648362845,66.31766222,24.9363842,1800.92688,151.2064667,63.88024139,-0.932206247333333,24.9420312233333
"318","d3.3","warm",24.90529145,0.653058834,94.20571005,24.91267395,1801.158447,201.3502655,63.91722107,-0.932206247333333,24.9420312233333
"319","d3.3","warm",28.48454619,0.645602268,126.7115726,24.9292202,1801.012939,250.6507263,63.77669144,-0.932206247333333,24.9420312233333
"320","d3.3","warm",30.95925907,0.609660331,183.87086,24.94218636,1801.259399,324.6044006,63.00941086,-0.932206247333333,24.9420312233333
"321","d3.3","warm",31.98371389,0.534987406,241.5480625,24.98523521,1801.38208,400.547821,61.24409866,-0.932206247333333,24.9420312233333
"322","d3.3","warm",32.61964748,0.381173509,393.2607048,25.14180946,1799.345093,600.5869751,56.78884506,-0.932206247333333,24.9420312233333
"323","d3.3","warm",31.64239442,0.177334606,441.6743441,25.09015274,1800.291138,800.9324951,48.92893982,-0.932206247333333,24.9420312233333
"324","d3.3","warm",31.49871734,0.133168469,737.0271604,25.08272934,1800.533691,1201.058838,46.56469345,-0.932206247333333,24.9420312233333
"325","d3.3","warm",31.47569663,0.115118138,968.2596173,25.09874916,1799.925781,1500.572998,45.37368774,-0.932206247333333,24.9420312233333
"326","j3.1","warm",6.897761877,0.464546686,13.41934337,24.96365547,1799.334961,49.76977539,61.58080673,-0.609511873666667,25.0133806866667
"327","j3.1","warm",13.32347582,0.454198821,27.93492808,24.91057396,1799.427002,99.26914215,61.31517029,-0.609511873666667,25.0133806866667
"328","j3.1","warm",18.5802176,0.399872969,41.12398074,24.99754143,1799.606934,149.7653656,59.71457291,-0.609511873666667,25.0133806866667
"329","j3.1","warm",22.68697915,0.356983879,55.90133907,25.05515862,1799.774658,199.8858795,58.2686882,-0.609511873666667,25.0133806866667
"330","j3.1","warm",26.48699919,0.325905883,70.1297901,25.10049057,1799.908813,249.9547729,57.14967346,-0.609511873666667,25.0133806866667
"331","j3.1","warm",30.33397261,0.293270603,101.4371541,25.10461617,1799.840698,325.0028992,56.18526077,-0.609511873666667,25.0133806866667
"332","j3.1","warm",31.9312595,0.24143758,126.981546,25.15996361,1800.050415,401.2090149,54.63739777,-0.609511873666667,25.0133806866667
"333","j3.1","warm",29.91220188,0.13368895,177.264978,25.27733803,1800.303833,599.3190918,48.8257637,-0.609511873666667,25.0133806866667
"334","j3.1","warm",31.61766292,0.099287419,219.7704237,25.21703529,1800.288452,800.671875,46.82979584,-0.609511873666667,25.0133806866667
"335","j3.1","warm",25.20459212,0.052507709,362.6145802,25.10271454,1800.370728,1201.185669,43.54176331,-0.609511873666667,25.0133806866667
"336","j3.1","warm",31.76159023,0.054965832,487.2424261,24.93851089,1799.887939,1500.429688,44.14661026,-0.609511873666667,25.0133806866667
"337","j3.2","warm",6.126171342,0.376740112,12.74629229,24.99698257,1800.060913,50.01501465,63.88706207,-0.965917587666667,25.00913048
"338","j3.2","warm",11.90983511,0.378532554,27.28150114,24.89024925,1799.923584,99.54095459,63.95841599,-0.965917587666667,25.00913048
"339","j3.2","warm",16.50880241,0.343071796,42.26983861,24.96509552,1799.994629,149.9182892,63.14313507,-0.965917587666667,25.00913048
"340","j3.2","warm",20.38740565,0.30475645,53.58727042,25.03606033,1799.950073,198.7437134,62.14511108,-0.965917587666667,25.00913048
"341","j3.2","warm",23.80228366,0.278412639,68.41996908,25.08854675,1799.940674,250.0989685,61.55846024,-0.965917587666667,25.00913048
"342","j3.2","warm",27.61436679,0.242172358,89.68481747,25.16886139,1799.189941,324.9637146,61.64014053,-0.965917587666667,25.00913048
"343","j3.2","warm",27.98932206,0.182644762,100.8863862,25.16452408,1799.21814,400.9502258,59.94100189,-0.965917587666667,25.00913048
"344","j3.2","warm",32.73588727,0.150745947,185.125269,25.13048363,1799.64563,599.854248,58.82687759,-0.965917587666667,25.00913048
"345","j3.2","warm",27.35774071,0.079418266,186.7551739,25.33662987,1799.838989,799.8712769,54.9621048,-0.965917587666667,25.00913048
"346","j3.2","warm",34.00948772,0.072596377,368.3105012,25.3076973,1799.927002,1200.224121,55.081707,-0.965917587666667,25.00913048
"347","j3.2","warm",29.47487562,0.045644764,386.8641304,25.41461945,1799.953979,1500.287109,53.69194794,-0.965917587666667,25.00913048
"348","j3.3","warm",7.29858859,0.521133123,14.04103974,25.04171181,1800.133179,49.68147278,64.76033783,-0.548825035333333,25.0577265433333
"349","j3.3","warm",14.11488545,0.531936067,32.1272534,24.95993042,1800.234619,100.2874527,65.13561249,-0.548825035333333,25.0577265433333
"350","j3.3","warm",19.61814953,0.486230007,50.56302007,24.96587372,1800.439941,151.1403656,64.02202606,-0.548825035333333,25.0577265433333
"351","j3.3","warm",24.67300803,0.452760311,68.7347844,24.96220779,1800.654907,201.4945374,63.17271423,-0.548825035333333,25.0577265433333
"352","j3.3","warm",28.70279818,0.430871199,90.8782578,24.9694767,1800.609863,250.8991089,62.74560928,-0.548825035333333,25.0577265433333
"353","j3.3","warm",32.95417374,0.409550296,134.0557082,24.93965912,1801.107666,325.1508179,62.2533493,-0.548825035333333,25.0577265433333
"354","j3.3","warm",34.85868546,0.369752901,182.1920366,25.00298882,1801.13562,400.5454712,61.23984146,-0.548825035333333,25.0577265433333
"355","j3.3","warm",35.11668926,0.232469122,285.0287507,25.23477745,1799.638794,600.0437012,56.48181152,-0.548825035333333,25.0577265433333
"356","j3.3","warm",31.21510165,0.113606069,290.8586143,25.14705658,1799.625488,801.027832,52.58577728,-0.548825035333333,25.0577265433333
"357","j3.3","warm",30.0371574,0.067142567,407.0170311,25.1144371,1800.1875,1200.083984,50.30360794,-0.548825035333333,25.0577265433333
"358","j3.3","warm",31.6325473,0.055240223,497.8280024,25.04304504,1800.603027,1500.219482,49.96501541,-0.548825035333333,25.0577265433333
"359","i1.1","cool",8.015923535,0.534342804,17.26795088,25.0416584,1800.293213,50.24412537,60.77088547,-0.860017704333333,24.9600512166667
"360","i1.1","cool",15.40688161,0.545939895,37.36722648,25.06601524,1799.049194,99.87680054,61.00017548,-0.860017704333333,24.9600512166667
"361","i1.1","cool",23.16245285,0.541140814,55.36081903,25.14103889,1800.168701,149.9449158,61.42036819,-0.860017704333333,24.9600512166667
"362","i1.1","cool",29.08856069,0.529560291,77.98286598,25.08727074,1800.201538,198.9065704,61.23135376,-0.860017704333333,24.9600512166667
"363","i1.1","cool",33.1813932,0.478362413,101.262374,25.11847115,1800.524414,250.4981842,60.25286102,-0.860017704333333,24.9600512166667
"364","i1.1","cool",36.44077531,0.389506353,132.2884215,25.08692169,1800.843872,325.0924072,58.64837646,-0.860017704333333,24.9600512166667
"365","i1.1","cool",38.35034407,0.317987344,160.3016343,24.96038246,1800.776123,399.808136,57.30246353,-0.860017704333333,24.9600512166667
"366","i1.1","cool",41.12900697,0.219228421,246.041434,24.81876945,1801.170532,599.7346802,55.73427582,-0.860017704333333,24.9600512166667
"367","i1.1","cool",42.44165307,0.165713981,331.1289656,24.86644745,1801.444946,800.2042847,53.71258926,-0.860017704333333,24.9600512166667
"368","i1.1","cool",43.15135796,0.125818251,581.5678072,24.97051811,1799.455078,1200.552246,51.84446716,-0.860017704333333,24.9600512166667
"369","i1.1","cool",43.69261698,0.109068609,781.4505689,24.8089447,1799.306763,1500.373901,52.98749161,-0.860017704333333,24.9600512166667
"370","i1.2","cool",6.715128471,0.450113198,19.51397304,24.47325897,1799.921875,50.11582184,56.79946899,-0.805396508,24.8776124333333
"371","i1.2","cool",13.86399265,0.456359989,38.09955659,24.31386375,1799.602539,100.4994812,60.85773468,-0.805396508,24.8776124333333
"372","i1.2","cool",20.72892057,0.464332846,57.36013613,25.74551392,1799.883423,149.8452759,47.7766037,-0.805396508,24.8776124333333
"373","i1.2","cool",26.6042338,0.399376,65.11888354,26.29959488,1800.009277,198.9555511,55.13196945,-0.805396508,24.8776124333333
"374","i1.2","cool",30.52765267,0.380148554,89.90053021,25.39135933,1800.841553,249.816803,57.89347839,-0.805396508,24.8776124333333
"375","i1.2","cool",32.62205367,0.32861648,131.9800108,24.18312263,1799.649414,325.0943604,59.53606415,-0.805396508,24.8776124333333
"376","i1.2","cool",33.70200768,0.242617164,140.9184216,24.4218502,1800.571655,399.818634,59.80083084,-0.805396508,24.8776124333333
"377","i1.2","cool",35.14854272,0.140491986,156.9011286,25.64853287,1801.41687,599.7735596,58.94734192,-0.805396508,24.8776124333333
"378","i1.2","cool",35.38734384,0.133651639,330.9707853,23.56134796,1800.113892,800.0245361,58.5710907,-0.805396508,24.8776124333333
"379","i1.2","cool",35.81222791,0.106003691,606.249297,23.29362679,1799.779907,1201.042358,58.34159851,-0.805396508,24.8776124333333
"380","i1.2","cool",37.13293632,0.095465611,815.6307903,23.3248806,1799.005249,1500.185425,57.00196457,-0.805396508,24.8776124333333
"381","i1.3","cool",6.867250204,0.462956792,19.50392993,25.02735138,1799.772461,49.62677765,61.59731293,-0.773801053333333,24.9076773333333
"382","i1.3","cool",13.78310201,0.472476291,40.56652472,24.94773483,1800.360596,100.0541687,62.32756805,-0.773801053333333,24.9076773333333
"383","i1.3","cool",20.56112964,0.462447757,59.90433685,24.8962307,1800.873657,150.1213989,62.67964172,-0.773801053333333,24.9076773333333
"384","i1.3","cool",24.68009203,0.434344235,85.63912978,24.91062164,1800.676392,199.8987579,62.65610123,-0.773801053333333,24.9076773333333
"385","i1.3","cool",26.69867071,0.37001341,108.7901715,25.01108551,1800.789429,250.2294006,62.01491547,-0.773801053333333,24.9076773333333
"386","i1.3","cool",28.41078809,0.277057046,132.1977405,25.15364075,1800.911499,325.0953674,60.60372925,-0.773801053333333,24.9076773333333
"387","i1.3","cool",29.28979174,0.214732652,150.7816533,25.17365456,1800.938477,399.8855591,60.2484436,-0.773801053333333,24.9076773333333
"388","i1.3","cool",31.50444253,0.15125025,230.7742317,25.10820389,1800.418457,600.5513916,61.02015686,-0.773801053333333,24.9076773333333
"389","i1.3","cool",32.73804676,0.121261643,326.8315072,25.07836151,1799.976074,800.3244629,61.34960556,-0.773801053333333,24.9076773333333
"390","i1.3","cool",34.3190188,0.092813752,557.0736977,25.09228134,1800.762695,1200.181519,61.7399025,-0.773801053333333,24.9076773333333
"391","i1.3","cool",34.24396721,0.084063918,789.8962304,24.91787338,1799.646606,1499.718872,61.7056694,-0.773801053333333,24.9076773333333
"392","i1.4","cool",6.674945171,0.416764112,18.09164261,24.97598457,1798.70813,49.94034958,61.36574936,-0.78,25
"393","i1.4","cool",12.62778525,0.42857387,40.71199582,24.94467163,1800.353394,99.76000977,62.43507767,-0.78,25
"394","i1.4","cool",19.40792466,0.431758504,59.84358504,24.99124718,1799.034912,149.9538269,63.19852448,-0.78,25
"395","i1.4","cool",24.85461188,0.421042399,82.00872703,25.15155411,1799.518433,199.9561157,63.7840004,-0.78,25
"396","i1.4","cool",28.19338407,0.394451791,108.8454822,25.01071167,1800.800049,250.2791901,64.9727478,-0.78,25
"397","i1.4","cool",31.11999771,0.327306399,141.6039959,25.05045128,1801.282715,324.570343,64.47930908,-0.78,25
"398","i1.4","cool",33.0781323,0.262763441,166.1227064,25.12793732,1799.843018,401.353241,63.81148911,-0.78,25
"399","i1.4","cool",34.81381383,0.179736261,250.9303666,25.0976181,1799.81543,599.8828735,63.37912369,-0.78,25
"400","i1.4","cool",36.10368103,0.138240255,338.6959091,25.0557518,1800.021118,800.428772,63.62335968,-0.78,25
"401","i1.4","cool",37.22483636,0.101772521,562.193035,25.10698509,1800.156616,1200.654053,63.82816315,-0.78,25
"402","i1.4","cool",37.26209905,0.088540937,766.902516,25.04795647,1800.534546,1499.906738,64.25206757,-0.78,25
"403","e1.1","cool",7.227229311,0.464633966,17.49538239,25.16020966,1800.235474,49.03212738,63.48996353,-0.633408248333333,24.8892103833333
"404","e1.1","cool",14.33274589,0.453432724,36.98226021,24.93972206,1799.88623,100.7690811,63.27843475,-0.633408248333333,24.8892103833333
"405","e1.1","cool",18.86087576,0.438630692,64.12042736,24.95318794,1800.462891,150.7492981,62.95735168,-0.633408248333333,24.8892103833333
"406","e1.1","cool",25.48431167,0.433060388,82.36978338,24.86351776,1801.008545,200.4337463,65.1087265,-0.633408248333333,24.8892103833333
"407","e1.1","cool",31.46746652,0.426857668,101.9281838,25.16573524,1801.150879,249.5385895,61.69181824,-0.633408248333333,24.8892103833333
"408","e1.1","cool",36.40847759,0.387263517,139.2700559,25.2817955,1800.950684,324.8529968,60.86743546,-0.633408248333333,24.8892103833333
"409","e1.1","cool",39.24272609,0.37500113,193.775599,24.69722176,1800.401855,399.8571472,65.42173767,-0.633408248333333,24.8892103833333
"410","e1.1","cool",40.75504568,0.262917017,308.2592301,24.90914726,1799.375732,600.5668335,62.14173508,-0.633408248333333,24.8892103833333
